,날짜,시가,고점,저점,종가,거래량,증감,종가-시가,최대-최소
232,"Nov19,2020",1738.38,1769.59,1737.01,1763.92,1249900.0,0,25.539999999999964,32.57999999999993
233,"Nov20,2020",1765.21,1774.0,1741.86,1742.19,2313500.0,0,23.019999999999982,32.1400000000001
234,"Nov23,2020",1749.6,1753.9,1717.72,1734.86,2161600.0,0,14.740000000000009,36.180000000000064
235,"Nov24,2020",1730.5,1771.6,1727.69,1768.88,1578000.0,0,38.38000000000011,43.909999999999854
236,"Nov25,2020",1772.89,1778.54,1756.54,1771.43,1045800.0,1,1.4600000000000364,22.0
237,"Nov27,2020",1773.09,1804.0,1772.44,1793.19,884900.0,0,20.100000000000136,31.559999999999945
238,"Nov30,2020",1781.18,1788.06,1755.0,1760.74,1823800.0,0,20.440000000000055,33.059999999999945
239,"Dec01,2020",1774.37,1824.83,1769.37,1798.1,1739000.0,1,23.730000000000018,55.460000000000036
240,"Dec02,2020",1798.1,1835.65,1789.47,1827.95,1222000.0,0,29.850000000000136,46.180000000000064
241,"Dec03,2020",1824.01,1847.2,1822.65,1826.77,1227300.0,1,2.759999999999991,24.549999999999955
242,"Dec04,2020",1824.52,1833.16,1816.99,1827.99,1378200.0,0,3.4700000000000273,16.170000000000073
243,"Dec07,2020",1819.0,1832.37,1805.78,1819.48,1320900.0,0,0.4800000000000182,26.589999999999918
244,"Dec08,2020",1810.1,1821.9,1796.2,1818.55,1096300.0,0,8.450000000000045,25.700000000000045
245,"Dec09,2020",1812.01,1834.27,1767.81,1784.13,1507600.0,0,27.87999999999988,66.46000000000004
246,"Dec10,2020",1769.8,1781.31,1740.32,1775.33,1362800.0,1,5.529999999999973,40.99000000000001
247,"Dec11,2020",1763.06,1784.45,1760.0,1781.77,1220700.0,1,18.710000000000036,24.450000000000045
248,"Dec14,2020",1775.0,1797.39,1757.21,1760.06,1600200.0,0,14.940000000000055,40.180000000000064
249,"Dec15,2020",1764.42,1771.42,1749.95,1767.77,1482300.0,1,3.349999999999909,21.470000000000027
250,"Dec16,2020",1772.88,1773.0,1756.08,1763.0,1513500.0,1,9.88000000000011,16.920000000000073
251,"Dec17,2020",1768.51,1771.78,1738.66,1747.9,1623900.0,1,20.6099999999999,33.11999999999989
